,id,text,tokenized_text,polaridad,negative,neutral,positive,result
51,1448809940240437254,SPIDERMAN across the spider verse  #spiderman #spidermannowayhome #marvel #SpiderManPS5 #amazingspiderman #SpiderMan2 #spiderman3 #spiderverse #venom #SpiderManAcrossTheSpiderVerse https://t.co/pO6uQmtlqn,"['SPIDERMAN', 'across', 'spider', 'verse', 'https://t.co/pO6uQmtlqn']",SPIDERMAN across spider verse https://t.co/pO6uQmtlqn,0.0,1.0,0.0,Neutral
52,1448745228786180099,Day 33 of asking Insomniac to please add the Captain Universe suit to Spider-Man 2 for either Peter or Miles or both 🙌 #SpiderManPS5 #SpiderMan2 #InsomniacGames https://t.co/xYmXQoCmaP,"['Day', '33', 'asking', 'Insomniac', 'please', 'add', 'Captain', 'Universe', 'suit', 'Spider-Man', '2', 'either', 'Peter', 'Miles', 'https://t.co/xYmXQoCmaP']",Day 33 asking Insomniac please add Captain Universe suit Spider-Man 2 either Peter Miles https://t.co/xYmXQoCmaP,0.0,0.859,0.141,Neutral
53,1448715212111040519,".@TomHolland1996 called Alfred Molina ""one of my favorite people I've ever worked with."" #SpiderMan fans are no strangers to Molina, who first appeared in Tobey Maguire’s #SpiderMan2. However, a lot has changed since then. https://t.co/IdFiPHXrvD","['.', 'called', 'Alfred', 'Molina', '""', 'one', 'favorite', 'people', ""I've"", 'ever', 'worked', '.', '""', 'fans', 'strangers', 'Molina', ',', 'first', 'appeared', 'Tobey', 'Maguire', '’', '.', 'However', ',', 'lot', 'changed', 'since', '.', 'https://t.co/IdFiPHXrvD']",". called Alfred Molina "" one favorite people I've ever worked . "" fans strangers Molina , first appeared Tobey Maguire ’ . However , lot changed since . https://t.co/IdFiPHXrvD",0.0,0.906,0.094,Positive
54,1448697825018138754,Oh man I remember that scene. #Spiderman2 https://t.co/546lsxJfdf,"['Oh', 'man', 'remember', 'scene', '.', 'https://t.co/546lsxJfdf']",Oh man remember scene . https://t.co/546lsxJfdf,0.0,1.0,0.0,Neutral
55,1448671374864797696,@terryleelife hello Terry  how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it🙏🏼🙏🏼🙏🏼🙏🏼💪🏻💯🕷️🕷️🕷️🕷️ #insomniacgames  #SpiderMan2  #spidermanPS5 https://t.co/eAm0W0njkD,"['hello', 'Terry', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/eAm0W0njkD']",hello Terry today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/eAm0W0njkD,0.0,0.717,0.283,Positive
56,1448660379987419155,"File find, the 3 original pages to my Spidey triptych #SpiderMan #SpiderManNoWayHome #SpiderMan2 #spiderman https://t.co/Fz7Uo4u4Qv","['File', 'find', ',', '3', 'original', 'pages', 'Spidey', 'triptych', 'https://t.co/Fz7Uo4u4Qv']","File find , 3 original pages Spidey triptych https://t.co/Fz7Uo4u4Qv",0.0,0.777,0.223,Neutral
57,1448637059623686153,@strahzimate hello Aaron how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it #insomniacgames #Spiderverse  #SpidermanPS5  #SpiderMan2 🙏🏼🕷️🕷️🕷️🕷️ https://t.co/bslaAWAwns,"['hello', 'Aaron', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/bslaAWAwns']",hello Aaron today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/bslaAWAwns,0.0,0.717,0.283,Positive
58,1448621138058358790,SPIDERMAN MOVIES RANKED #spiderman #spidermannowayhome #marvel #SpiderManPS5 #amazingspiderman #SpiderMan2 #spiderman3 #spiderverse #venom #TobeyMaguire #tomholland #andrewgarfield https://t.co/VCyD2gCAKX https://t.co/2z5km8TNgk https://t.co/RJbSudDOOp,"['SPIDERMAN', 'MOVIES', 'RANKED', 'https://t.co/VCyD2gCAKX', 'https://t.co/2z5km8TNgk', 'https://t.co/RJbSudDOOp']",SPIDERMAN MOVIES RANKED https://t.co/VCyD2gCAKX https://t.co/2z5km8TNgk https://t.co/RJbSudDOOp,0.0,1.0,0.0,Neutral
59,1448620617469681668,SPIDERMAN MOVIES RANKED #spiderman #spidermannowayhome #marvel #SpiderManPS5 #amazingspiderman #SpiderMan2 #spiderman3 #spiderverse #venom #TobeyMaguire #tomholland #andrewgarfield https://t.co/6KscRxZn1P https://t.co/V6cHDiATxt,"['SPIDERMAN', 'MOVIES', 'RANKED', 'https://t.co/6KscRxZn1P', 'https://t.co/V6cHDiATxt']",SPIDERMAN MOVIES RANKED https://t.co/6KscRxZn1P https://t.co/V6cHDiATxt,0.0,1.0,0.0,Neutral
60,1448613085980217348,"New details about Marvel's Spider-Man 2 game leaked

#SpiderMan2 #SpiderMan2Game #SpiderMan2Leaks

 https://t.co/3MpiKZoVQD","['New', 'details', ""Marvel's"", 'Spider-Man', '2', 'game', 'leaked', 'https://t.co/3MpiKZoVQD']",New details Marvel's Spider-Man 2 game leaked https://t.co/3MpiKZoVQD,0.247,0.753,0.0,Negative
61,1448566944513155073,"just watched #SpiderMan2 (2004) by #SamRaimi

@TobeyMaguire @kirstendunst","['watched', '(', '2004', ')']",watched ( 2004 ),0.0,1.0,0.0,Neutral
62,1448559575301451779,"Doctor Octopus, formerly Dr. Otto Gunther Octavius, is an archenemy of Spider-Man. Sometimes referred to as Doc Ock for short. He forms the Sinister Six to fight Spider-Man. #inktober2021 #DoctorOctopus #DocOck #markerdrawing #DrOttoGuntherOctavius #Spiderman2 #MarvelComics https://t.co/jgQIOeDQQM","['Doctor', 'Octopus', ',', 'formerly', 'Dr', '.', 'Otto', 'Gunther', 'Octavius', ',', 'archenemy', 'Spider-Man', '.', 'Sometimes', 'referred', 'Doc', 'Ock', 'short', '.', 'forms', 'Sinister', 'Six', 'fight', 'Spider-Man', '.', 'https://t.co/jgQIOeDQQM']","Doctor Octopus , formerly Dr . Otto Gunther Octavius , archenemy Spider-Man . Sometimes referred Doc Ock short . forms Sinister Six fight Spider-Man . https://t.co/jgQIOeDQQM",0.213,0.787,0.0,Negative
63,1448540486378180611,Hey @NetflixUK is #SpiderMan2 starring #TobyMaguire &amp; #AlfredMolina coming to the platform. You all the other #Spiderman films and I want to get my views in before @SpiderManMovie comes out!!! #Rewatch #SpiderManNoWayHome #Multiverse #Marvel #Sony #SpidermanSaga,"['Hey', 'starring', '&', 'coming', 'platform', '.', 'films', 'want', 'get', 'views', 'comes', '!', '!', '!']",Hey starring & coming platform . films want get views comes ! ! !,0.0,0.857,0.143,Neutral
64,1448496434655813635,@TonyTodd54 is such a legend 🌹 🌹 I seen that he’s doing Venoms voice for the #SpiderMan2 game as well. From watching him scare the shit out of me as Child in #candyman to playing one of my favorite anti-hero’s is just too great. https://t.co/n5REv77cJr,"['legend', 'seen', '’', 'Venoms', 'voice', 'game', 'well', '.', 'watching', 'scare', 'shit', 'Child', 'playing', 'one', 'favorite', 'anti-hero', '’', 'great', '.', 'https://t.co/n5REv77cJr']",legend seen ’ Venoms voice game well . watching scare shit Child playing one favorite anti-hero ’ great . https://t.co/n5REv77cJr,0.214,0.44,0.346,Positive
65,1448463366805233664,@insomniacgames Hope you guys didn't forget about my homegirl for Spider-Man 2 - one of my favorite spideys after Miles no doubt #SpiderMan2 #SpiderManPS4 #SpiderMan #SpiderGwen #GhostSpider https://t.co/DM2z0w7oRC,"['Hope', 'guys', 'forget', 'homegirl', 'Spider-Man', '2', '-', 'one', 'favorite', 'spideys', 'Miles', 'doubt', 'https://t.co/DM2z0w7oRC']",Hope guys forget homegirl Spider-Man 2 - one favorite spideys Miles doubt https://t.co/DM2z0w7oRC,0.228,0.466,0.306,Neutral
66,1448451731549917184,"Red, #SpiderMan2 is childhood for me. https://t.co/u0Uhv3YNP4","['Red', ',', 'childhood', '.', 'https://t.co/u0Uhv3YNP4']","Red , childhood . https://t.co/u0Uhv3YNP4",0.0,1.0,0.0,Neutral
67,1448450031300878336,@Zerocool1000 hello shane how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it🙏🏼🙏🏼🙏🏼🙏🏼🕷️🕷️🕷️🕷️💪🏻💯 #SpiderMan2  #Spiderverse #insomniacgames https://t.co/muIuuWST2h,"['hello', 'shane', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/muIuuWST2h']",hello shane today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/muIuuWST2h,0.0,0.717,0.283,Positive
68,1448449486863360002,@shanemccloskey_ hello shane how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it🙏🏼🙏🏼🙏🏼🙏🏼💪🏻💯🕷️🕷️🕷️🕷️ #insomniacgames #SpidermanPS5  #SpiderMan2 https://t.co/H7XTQSLIy8,"['hello', 'shane', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/H7XTQSLIy8']",hello shane today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/H7XTQSLIy8,0.0,0.717,0.283,Positive
69,1448433629059821568,"A better look at the Advanced suit 2.0 and i love it XD

#SpiderManPS5 #SpiderMan2 #fanart https://t.co/JVDIzV7gWq","['better', 'look', 'Advanced', 'suit', '2.0', 'love', 'XD', 'https://t.co/JVDIzV7gWq']",better look Advanced suit 2.0 love XD https://t.co/JVDIzV7gWq,0.0,0.227,0.773,Positive
70,1448432197430546433,"Day 13 of SWAPTOBER
SPIDER-MAN
#SpiderMan #SpiderMan2 #rule63 #peterparker https://t.co/feLEPuLy5E","['Day', '13', 'SWAPTOBER', 'SPIDER-MAN', 'https://t.co/feLEPuLy5E']",Day 13 SWAPTOBER SPIDER-MAN https://t.co/feLEPuLy5E,0.0,1.0,0.0,Neutral
71,1448411802187051012,Hype until 2023 #SpiderMan2 #SpiderManPS5 @insomniacgames https://t.co/GSZoVR1KUN,"['Hype', '2023', 'https://t.co/GSZoVR1KUN']",Hype 2023 https://t.co/GSZoVR1KUN,0.0,1.0,0.0,Neutral
72,1448405469710725123,@fatt__mo hello matt how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and CAP I hope you like it and approve it is for insomniac games 🕷️🕷️🕷️🕷️#insomniacgames #SpiderManPS5 #SpiderMan2 https://t.co/3Pp4qtoO05,"['hello', 'matt', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', 'insomniac', 'games', '️', '️', '️', '️', 'https://t.co/3Pp4qtoO05']",hello matt today want present new suit Peter Parker fusion spidey CAP hope like approve insomniac games ️ ️ ️ ️ https://t.co/3Pp4qtoO05,0.0,0.739,0.261,Positive
73,1448405039656149001,@_mlktea hello how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and CAP I hope you like it and approve it is for insomniac games💪🏻🕷️🙏🏼🙏🏼🙏🏼🙏🏼💯 #insomniacgames #SpiderManPS5  #SpiderMan2 https://t.co/pA0FXsjkky,"['hello', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', 'insomniac', 'games', '️', 'https://t.co/pA0FXsjkky']",hello today want present new suit Peter Parker fusion spidey CAP hope like approve insomniac games ️ https://t.co/pA0FXsjkky,0.0,0.691,0.309,Positive
74,1448397629369556992,"It’s new comic book day!  Make sure you grab issues at @jayscdandhobby or DM me! 

Also, check out awesome merchandise at my threadless store 

https://t.co/L1GfuYkzQo

#indiecomics #comics #comicbooks #vampire #shark #wednesdaycomics
#comicbookday #DCStargirl #SpiderMan2 https://t.co/S0TJqjq17h","['’', 'new', 'comic', 'book', 'day', '!', 'Make', 'sure', 'grab', 'issues', 'DM', '!', 'Also', ',', 'check', 'awesome', 'merchandise', 'threadless', 'store', 'https://t.co/L1GfuYkzQo', 'https://t.co/S0TJqjq17h']","’ new comic book day ! Make sure grab issues DM ! Also , check awesome merchandise threadless store https://t.co/L1GfuYkzQo https://t.co/S0TJqjq17h",0.0,0.731,0.269,Positive
75,1448392624461733893,"He saved a train with full of people without help from Iron man and his high tech gadgets ,The strongest Spider-Man we ever had Pure classic!!!
#SpiderManNoWayHomeleak 
#SpiderManNoWayHometrailer
#SpiderMan2 
@spideyupdated @SpiderMan3news @spidervenom69 https://t.co/JbpINiMvZh https://t.co/NsSYCTepFZ","['saved', 'train', 'full', 'people', 'without', 'help', 'Iron', 'man', 'high', 'tech', 'gadgets', ',', 'strongest', 'Spider-Man', 'ever', 'Pure', 'classic', '!', '!', '!', 'https://t.co/JbpINiMvZh', 'https://t.co/NsSYCTepFZ']","saved train full people without help Iron man high tech gadgets , strongest Spider-Man ever Pure classic ! ! ! https://t.co/JbpINiMvZh https://t.co/NsSYCTepFZ",0.081,0.683,0.236,Positive
76,1448387298563817473,"Big rumored details on the #Spiderman2 PS5 game! 

When does #GOTG3 take place?
#Chucky getting great reviews
#FinnWolfhard calls the next season of #StrangerThings “messed up.”

Plus more from @ChrisKillian for the best hump day news! #DailyDistraction https://t.co/XCLfmoieoG","['Big', 'rumored', 'details', 'PS5', 'game', '!', 'take', 'place', '?', 'getting', 'great', 'reviews', 'calls', 'next', 'season', '“', 'messed', '.', '”', 'Plus', 'best', 'hump', 'day', 'news', '!', 'https://t.co/XCLfmoieoG']",Big rumored details PS5 game ! take place ? getting great reviews calls next season “ messed . ” Plus best hump day news ! https://t.co/XCLfmoieoG,0.07,0.671,0.259,Positive
77,1448362323228430343,Day 32 of asking Insomniac to please add the Captain Universe suit to Spider-Man 2 for either Peter or Miles or both 🙌 #SpiderManPS5 #SpiderMan2 #InsomniacGames https://t.co/bnZfAB58DB,"['Day', '32', 'asking', 'Insomniac', 'please', 'add', 'Captain', 'Universe', 'suit', 'Spider-Man', '2', 'either', 'Peter', 'Miles', 'https://t.co/bnZfAB58DB']",Day 32 asking Insomniac please add Captain Universe suit Spider-Man 2 either Peter Miles https://t.co/bnZfAB58DB,0.0,0.859,0.141,Neutral
78,1448358827397615634,"Still not over the perfection that is @insomniacgames’ #SpiderMan2, AKA a generation defining visual masterpiece on #PS5 https://t.co/nnmhLdQlSl","['Still', 'perfection', '’', ',', 'AKA', 'generation', 'defining', 'visual', 'masterpiece', 'https://t.co/nnmhLdQlSl']","Still perfection ’ , AKA generation defining visual masterpiece https://t.co/nnmhLdQlSl",0.0,0.506,0.494,Positive
79,1448357147167895558,"Spider-Man 2 Players Could Get to Choose Between Peter Parker or Miles Morales According to Rumors! #SpiderMan2 #SpiderManPS5 

https://t.co/TQZpB3hDNq https://t.co/OIO356Qi6G","['Spider-Man', '2', 'Players', 'Could', 'Get', 'Choose', 'Peter', 'Parker', 'Miles', 'Morales', 'According', 'Rumors', '!', 'https://t.co/TQZpB3hDNq', 'https://t.co/OIO356Qi6G']",Spider-Man 2 Players Could Get Choose Peter Parker Miles Morales According Rumors ! https://t.co/TQZpB3hDNq https://t.co/OIO356Qi6G,0.0,1.0,0.0,Neutral
80,1448344260349239305,"SABLE ENTERS THE CHAT: SPIDERMAN ON PS4 STREAM TONIGHT @ 11:30 PM
https://t.co/oFpVqhdFm0

#Spoiler #twitch #ContentCreator #SupportSmallStreamers 
#PathToAffiliate #SpiderMan #TwitchStreamers #HALLOWEEB #SpiderMan2 https://t.co/5Z5h509szg","['SABLE', 'ENTERS', 'CHAT', ':', 'SPIDERMAN', 'PS4', 'STREAM', 'TONIGHT', '11:30', 'PM', 'https://t.co/oFpVqhdFm0', 'https://t.co/5Z5h509szg']",SABLE ENTERS CHAT : SPIDERMAN PS4 STREAM TONIGHT 11:30 PM https://t.co/oFpVqhdFm0 https://t.co/5Z5h509szg,0.0,1.0,0.0,Neutral
81,1448343671829577729,@Davidg1408 hello david how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and CAP I hope you like it and share it is for insomniac games #SpiderMan2  #insomniacgames 🕷️🕷️🕷️🕷️💪🏻💯 https://t.co/yckjxj4qvY,"['hello', 'david', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'share', 'insomniac', 'games', '️', '️', '️', '️', 'https://t.co/yckjxj4qvY']",hello david today want present new suit Peter Parker fusion spidey CAP hope like share insomniac games ️ ️ ️ ️ https://t.co/yckjxj4qvY,0.0,0.669,0.331,Positive
82,1448343106299043846,@thebubswonder hello Jordan how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and CAP I hope you like it and share it is for insomniac games #insomniacgames #SpiderMan2 #Spiderverse 🕷️🕷️🕷️🕷️ https://t.co/aTab2Jxj7P,"['hello', 'Jordan', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'share', 'insomniac', 'games', '️', '️', '️', '️', 'https://t.co/aTab2Jxj7P']",hello Jordan today want present new suit Peter Parker fusion spidey CAP hope like share insomniac games ️ ️ ️ ️ https://t.co/aTab2Jxj7P,0.0,0.669,0.331,Positive
83,1448340831388246017,Skylar Grey &amp; Eminem - Last One Standing | Venom let there be Carnage (Music Video) https://t.co/pMGB0tuGMj #VIDEOS #YouTubeShorts #Venom #VenomLetThereBeCarnage #Venom2 #SpiderManNoWayHomeleaks #SpiderManNoWayHomeleak #SpiderManNoWayHometrailer #SpiderMan2,"['Skylar', 'Grey', '&', 'Eminem', '-', 'Last', 'One', 'Standing', '|', 'Venom', 'let', 'Carnage', '(', 'Music', 'Video', ')', 'https://t.co/pMGB0tuGMj']",Skylar Grey & Eminem - Last One Standing | Venom let Carnage ( Music Video ) https://t.co/pMGB0tuGMj,0.0,0.93,0.07,Neutral
84,1448334900608880643,"This week we talk #games that need #multiplayer (like #spidermanps5 and #spiderman2), but we take a break to praise @TimOfLegend of @DoubleFine for his genius and under-appreciated sense of style. Check out the full episode wherever you listen to #podcasts! https://t.co/hFxnp7URiq","['week', 'talk', 'need', '(', 'like', ')', ',', 'take', 'break', 'praise', 'genius', 'under-appreciated', 'sense', 'style', '.', 'Check', 'full', 'episode', 'wherever', 'listen', '!', 'https://t.co/hFxnp7URiq']","week talk need ( like ) , take break praise genius under-appreciated sense style . Check full episode wherever listen ! https://t.co/hFxnp7URiq",0.0,0.758,0.242,Positive
85,1448314738107060230,"What if #SpiderMan2 for #PS5 had #multiplayer? What about #Psychonauts? Imagine YOUR favorite #videogame with co-op! We also talk about the #youtuber #GeoWizard, and which #movie tropes we can't stand! #Share and #Review! https://t.co/jq2mtofvFO","['?', '?', 'Imagine', 'favorite', 'co-op', '!', 'also', 'talk', ',', 'tropes', ""can't"", 'stand', '!', '!', 'https://t.co/jq2mtofvFO']","? ? Imagine favorite co-op ! also talk , tropes can't stand ! ! https://t.co/jq2mtofvFO",0.0,0.768,0.232,Positive
86,1448309519134728199,@SynthOrch hello hammers how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it #Spiderverse  #insomniacgames #SpiderMan2 💯🕷️🕷️🕷️🕷️ https://t.co/kmWemDgzpq,"['hello', 'hammers', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/kmWemDgzpq']",hello hammers today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/kmWemDgzpq,0.0,0.717,0.283,Positive
87,1448308655036768259,@Roy_Orr hello roy how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it #Spiderverse  #insomniacgames #SpiderMan2 💯🕷️🕷️🕷️🕷️ https://t.co/DKxBSlxlND,"['hello', 'roy', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/DKxBSlxlND']",hello roy today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/DKxBSlxlND,0.0,0.717,0.283,Positive
88,1448308040583852039,@LiamMurphywip hello liam how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it #insomniacgames #Spiderverse  #SpiderMan2 #spidermanps5 https://t.co/4GYrhk61s9,"['hello', 'liam', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', 'https://t.co/4GYrhk61s9']",hello liam today want present new suit Peter Parker fusion spidey CAP hope like approve https://t.co/4GYrhk61s9,0.0,0.66,0.34,Positive
89,1448307447584669696,@maxfolkmax hello max how are you today I want to present you a new suit for Peter Parker is the fusion of spidey and the CAP I hope you like it and they approve it🕷️🕷️🕷️🕷️ #SpiderMan2  #insomniacgames #Spiderverse https://t.co/HZSyUpbcJK,"['hello', 'max', 'today', 'want', 'present', 'new', 'suit', 'Peter', 'Parker', 'fusion', 'spidey', 'CAP', 'hope', 'like', 'approve', '️', '️', '️', '️', 'https://t.co/HZSyUpbcJK']",hello max today want present new suit Peter Parker fusion spidey CAP hope like approve ️ ️ ️ ️ https://t.co/HZSyUpbcJK,0.0,0.717,0.283,Positive
90,1448139059776290816,Day 31 of asking Insomniac to please add the Captain Universe suit to Spider-Man 2 for either Peter or Miles or both 🙌 #SpiderManPS5 #SpiderMan2 #InsomniacGames https://t.co/NRZ1c2GTFw,"['Day', '31', 'asking', 'Insomniac', 'please', 'add', 'Captain', 'Universe', 'suit', 'Spider-Man', '2', 'either', 'Peter', 'Miles', 'https://t.co/NRZ1c2GTFw']",Day 31 asking Insomniac please add Captain Universe suit Spider-Man 2 either Peter Miles https://t.co/NRZ1c2GTFw,0.0,0.859,0.141,Neutral
91,1448126549299920898,"nearly forgot about this one, what did you said, MJ? 🤭 #SpiderMan2 #SpiderMan 2 #QuarantineWatchParty #SpiderManNoWayHome https://t.co/YOTOeI6U7C","['nearly', 'forgot', 'one', ',', 'said', ',', 'MJ', '?', '🤭', '2', 'https://t.co/YOTOeI6U7C']","nearly forgot one , said , MJ ? 🤭 2 https://t.co/YOTOeI6U7C",0.0,0.814,0.186,Positive
92,1448126309855604740,Aunt May words are too strong 💪 #SpiderMan2 #SpiderMan 2 #QuarantineWatchParty https://t.co/1pPN0WftCI,"['Aunt', 'May', 'words', 'strong', '2', 'https://t.co/1pPN0WftCI']",Aunt May words strong 2 https://t.co/1pPN0WftCI,0.0,0.602,0.398,Positive
93,1448125665245638666,"Dashboard Confessional, Train and Michael Bublee what a movie y’all #QuarantineWatchParty #spiderman2","['Dashboard', 'Confessional', ',', 'Train', 'Michael', 'Bublee', 'movie', '’']","Dashboard Confessional , Train Michael Bublee movie ’",0.0,1.0,0.0,Neutral
94,1448125525541720065,@TrainBand I don’t know what y’all did on this soundtrack but “Ordinary” is still a bop #SpiderMan2 #QuarantineWatchParty https://t.co/QbsqA6BYHx,"['’', 'know', '’', 'soundtrack', '“', 'Ordinary', '”', 'still', 'bop', 'https://t.co/QbsqA6BYHx']",’ know ’ soundtrack “ Ordinary ” still bop https://t.co/QbsqA6BYHx,0.0,1.0,0.0,Neutral
95,1448125476749332488,"@insomniacgames 
I have one important question. 

I know you all said #Spiderman2 would be dark, but I gotta know. 
Will 
Spider
-
Man
Have
Quips
?
Also thank you for making good memories and amazing games!","['one', 'important', 'question', '.', 'know', 'said', 'would', 'dark', ',', 'gotta', 'know', '.', 'Spider', '-', 'Man', 'Quips', '?', 'Also', 'thank', 'making', 'good', 'memories', 'amazing', 'games', '!']","one important question . know said would dark , gotta know . Spider - Man Quips ? Also thank making good memories amazing games !",0.0,0.65,0.35,Positive
96,1448125117494607879,“Let me slip away!!!” 🔥🔥🔥 #SpiderMan2 #QuarantineWatchParty https://t.co/V3yxiBwsAK,"['“', 'Let', 'slip', 'away', '!', '!', '!', '”', 'https://t.co/V3yxiBwsAK']",“ Let slip away ! ! ! ” https://t.co/V3yxiBwsAK,0.0,1.0,0.0,Neutral
97,1448123375218462731,@ToastDraws @PhaseZeroCB thanks for hanging. that was fun. i love that movie. #SpiderMan2 #QuarantineWatchParty,"['thanks', 'hanging', '.', 'fun', '.', 'love', 'movie', '.']",thanks hanging . fun . love movie .,0.0,0.325,0.675,Positive
98,1448123153406906368,Allways good to see you Normie #avengeme #SpiderManNoWayHome #QuarantineWatchParty #spiderman2 https://t.co/3yB4fNOv2Y,"['Allways', 'good', 'see', 'Normie', 'https://t.co/3yB4fNOv2Y']",Allways good see Normie https://t.co/3yB4fNOv2Y,0.0,0.58,0.42,Positive
99,1448123129692360712,"Epic night of #SpiderMan2! 

We're watching #SpiderMan3 in October 26! Two weeks!

#QuarantineWatchParty https://t.co/Yqg59Owuhs","['Epic', 'night', '!', ""We're"", 'watching', 'October', '26', '!', 'Two', 'weeks', '!', 'https://t.co/Yqg59Owuhs']",Epic night ! We're watching October 26 ! Two weeks ! https://t.co/Yqg59Owuhs,0.0,1.0,0.0,Neutral
