long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.3924386713387,-34.5885212607451,1697,CLARK'S,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4801 9502,,,JUNIN,1777,,JUNIN 1777,Recoleta,Comuna 2,1113,C1113AAS
-58.508273865223,-34.626933615463,1322,CLARO,RESTAURANTE,SANDWICHERIA,MODERNO,4639 4157,,,LOPE DE VEGA,1400,,LOPE DE VEGA AV. 1400,Villa Luro,Comuna 10,1407,C1407BNZ
-58.3965266646192,-34.5996361797317,1698,CLASICAS,RESTAURANTE,,,4961 8840,,,CORDOBA,2045,,CORDOBA AV. 2045,Recoleta,Comuna 2,1120,C1120AAC
-58.3931064737294,-34.5990018193183,1696,CLASICA Y MODERNA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4812 8707,www.clasicaymoderna.com,,CALLAO,892,,CALLAO AV. 892,Recoleta,Comuna 2,1023,C1023AAO
-58.4242006995031,-34.5778346593557,99,CLASICO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4776 5460,,,BERUTI,4594,,BERUTI 4594,Palermo,Comuna 14,1425,C1425BDD
-58.3729425389369,-34.6206894653254,2560,CLASICO,BAR,MINUTAS,CLASICO PORTEÑO,4307 0516,,lunes a domingo de 7 a 00,HUMBERTO 1º,501,,HUMBERTO 1º 501,San Telmo,Comuna 1,,
-58.4273269323013,-34.6249399560112,980,CLASS,RESTAURANTE,SANDWICHERIA,ELEGANTE,4922 3136,,,LA PLATA,797,,LA PLATA AV. 797,Caballito,Comuna 6,1235,C1235ABE
-58.455703478582,-34.5598750207198,500,CLOE,RESTAURANTE,INTERNACIONAL,ANTIGUO,4784 6436,,,CUBA,2208,,CUBA 2208,Belgrano,Comuna 13,1428,C1428AEJ
-58.3907817043059,-34.6039210455958,2190,CLOVER LIGHT,RESTAURANTE,MINUTAS,,4373 6060,,lunes a viernes de 8 a 19,RODRIGUEZ PEÃƒâ€˜A,433,,RODRIGUEZ PEÃƒâ€˜A 433,San Nicolas,Comuna 1,,
-58.3727573813654,-34.5952165557551,1973,CLUB DANES,RESTAURANTE,,CLASICO PORTEÑO,4312 9266,,lunes a viernes de 12 a 15,ALEM LEANDRO N.,1074,,"ALEM, LEANDRO N. AV. 1074",Retiro,Comuna 1,1001,C1001AAS
-58.4294866529629,-34.5918788590984,100,CLUB DEL VINO,RESTAURANTE,INTERNACIONAL,RUSTICA,4833 0050,,,CABRERA JOSE A.,4737,,"CABRERA, JOSE A. 4737",Palermo,Comuna 14,1414,C1414BGK
-58.4318423529726,-34.5873659418957,101,CLUB EROS,RESTAURANTE,MINUTAS,RUSTICA,4832 1313,,lunes a domingo de 12 a 16 y de 20 al cierre,URIARTE,1609,,URIARTE 1609,Palermo,Comuna 14,1414,C1414DAQ
-58.4891050010561,-34.557994071063,2063,CLUB S.D.C VIENTO NORTE,CAFE,SANDWICHERIA,MODERNO,,,,MARIANO ACHA,3743,,"ACHA, MARIANO, Gral. 3743",Saavedra,Comuna 12,1430,C1430DVW
-58.4314855761313,-34.6020400035642,618,COCINA & CIA,RESTAURANTE,JUDIA,RUSTICA,4865 3914,cocina-cia@sion.com,,CORRIENTES,4673,,CORRIENTES AV. 4673,Almagro,Comuna 5,1195,C1195AAF
-58.4018357373329,-34.5945015789881,1699,COCINA & CIA,RESTAURANTE,INTERNACIONAL,MODERNO,4823 4431,cocina_cia@sion.com,,SANTA FE,2461,,SANTA FE AV. 2461,Recoleta,Comuna 2,1123,C1123AAG
-58.4201266242745,-34.5899386006289,103,COCINA REGIONAL 1810,RESTAURANTE,REGIONAL,FOLKLORICO,4864 4507,,lunes a domingo de 11 a 16 y de 19 a 00,ALVAREZ JULIAN,1918,,"ALVAREZ, JULIAN 1918",Palermo,Comuna 14,1425,C1425DHB
-58.4722190731722,-34.6906615703257,1290,COCO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4686 4514,,,CORRALES,6555,,CORRALES 6555,Villa Riachuelo,Comuna 8,1439,C1439DBK
-58.3802231169746,-34.6013444760594,2192,COCO PASO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4322 8275,ethel9002@hotmail.com,lunes a viernes de 8 a 20,TUCUMAN,938,,TUCUMAN 938,San Nicolas,Comuna 1,1049,C1049AAT
-58.3724140599683,-34.6045391663201,2191,COFETIN,RESTAURANTE,MINUTAS,MODERNO,4326 7606,kamramundo@hotmail.com,lunes a viernes de 7 a 18,RECONQUISTA,286,,RECONQUISTA 286,San Nicolas,Comuna 1,1003,C1003ABF
-58.4712182430177,-34.5654663966619,1085,COGHLAN,RESTAURANTE,,,,,,MONROE,3600,,MONROE AV. 3600,Belgrano,Comuna 13,1430,C1430BKP
-58.5174347650761,-34.6092506914463,2704,COLLAGE BAR POOL,RESTAURANTE,SANDWICHERIA,MODERNO,,,,BEIRO FRANCISCO,4749,,"BEIRO, FRANCISCO AV. 4749",Villa Devoto,Comuna 11,1419,C1419HZJ
-58.4386169755763,-34.5979620294422,2663,COMANDERS,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,VERA,601,,VERA 601,Villa Crespo,Comuna 15,1414,C1414AOM
-58.3912753931927,-34.5888865030028,1701,COMES,RESTAURANTE,INTERNACIONAL,MODERNO,4800 0344,,,GUIDO,1931,,GUIDO 1931,Recoleta,Comuna 2,1119,C1119AAC
-58.3696843787325,-34.612252675112,1369,COMET,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4334 3711,,lunes a viernes de 7 a 20,BELGRANO,217,,BELGRANO AV. 217,Monserrat,Comuna 1,1092,C1092AAC
-58.4617312351017,-34.6366926191165,1141,COMETE TODO,RESTAURANTE,PARRILLA,MODERNO,4611 8018,,,VARELA,605,,VARELA AV. 605,Flores,Comuna 7,1406,C1406EKM
-58.429632308218,-34.5721694955149,102,COMO,RESTAURANTE,ITALIANA,ITALIANA,4774 1787,comoristorante@hotmail.com,,ARGUIBEL ANDRES,2859,,"ARGUIBEL, ANDRES 2859",Palermo,Comuna 14,1426,C1426DKA
-58.4022807212626,-34.5977725243878,1703,COMODINES,RESTAURANTE,PORTEÃ‘A,MODERNO,4961 2640,,,PARAGUAY,2402,,PARAGUAY 2402,Recoleta,Comuna 2,1121,C1121ABN
-58.4218730019947,-34.582925045258,104,COMODINES,RESTAURANTE,PORTEÃ‘A,MODERNO,4832 8282,,,GUEMES,4400,,GUEMES 4400,Palermo,Comuna 14,1425,C1425BLD
-58.3655903346678,-34.6200247836217,1597,COMO? EL 12,RESTAURANTE,PIZZERIA,,4312 5338,,,MOREAU DE JUSTO ALICIA,1799,,"MOREAU DE JUSTO, ALICIA AV. 1799",Puerto Madero,Comuna 1,1107,C1107AFI
-58.4122009611437,-34.6120693004564,734,COMO TE EXTRAÃƒâ€˜O CLARA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4861 0245,,,YRIGOYEN HIPOLITO,3235,,"YRIGOYEN, HIPOLITO 3235",Balvanera,Comuna 3,1207,C1207ABE
-58.3905178609251,-34.6043917406233,2193,COMPUBAR,RESTAURANTE,TRADICIONAL,MODERNO,5218 2851,,lunes a sábado de 9 a 2,CORRIENTES,1686,,CORRIENTES AV. 1686,San Nicolas,Comuna 1,1042,C1042AAP
-58.4377024098284,-34.5835959917736,105,CONCEPTO,RESTAURANTE,MEDITERRANEA,MINIMALISTA,4773 0411,,,BONPLAND,1670,,BONPLAND 1670,Palermo,Comuna 14,1414,C1414CMT
-58.3947509045316,-34.58829524924,1702,CONCEPTO INDIGO,RESTAURANTE,GOURMET,MINIMALISTA,4806 7430,cponceptoindigorecoleta@yahoo.com.ar,,LOPEZ VICENTE,2152,,"LOPEZ, VICENTE 2152",Recoleta,Comuna 2,1128,C1128ACH
-58.4060011636008,-34.5833431707557,107,CONCEPTO INDIGO,RESTAURANTE,MEDITERRANEA,ORIENTAL,4801 4080,www.conceptoindigo.com,,LAS HERAS GRAL.,3195,,LAS HERAS GENERAL AV. 3195,Palermo,Comuna 14,1425,C1425ASI
-58.3921198207612,-34.6081934947869,733,CONFINTERIA ANTIGUA L'AIGLON,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4951 7980,,,CALLAO,98,,CALLAO AV. 98,Balvanera,Comuna 3,1022,C1022AAN
-58.3816659056313,-34.6154100224726,1371,CONFITERIA ATECA,RESTAURANTE,MINUTAS,MODERNO,4381 6362,,,LIMA,603,,LIMA 603,Monserrat,Comuna 1,1073,C1073AAM
-58.3794828038651,-34.6039246482412,2196,CONFITERIA IDEAL,RESTAURANTE,MINUTAS,ANTIGUO,5265 8078,,lunes a domingo de 8 a 22,SUIPACHA,384,,SUIPACHA 384,San Nicolas,Comuna 1,1008,C1008AAH
-58.3992944761408,-34.6075993467253,735,CONFITERIA LA FAMILIA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4951 8611,,,PASTEUR,176,,PASTEUR 176,Balvanera,Comuna 3,1028,C1028AAD
-58.3771552376183,-34.6023739887091,2194,CONFITERIA LE CARAVELLE,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4322 1673,,lunes a domingo de 7.30 a 23,LAVALLE,726,,LAVALLE 726,San Nicolas,Comuna 1,1047,C1047AAP
-58.4558711885255,-34.641913578137,1143,CONFITERIA NINI,RESTAURANTE,SANDWICHERIA,MODERNO,,,,VARELA,1170,,VARELA AV. 1170,Flores,Comuna 7,1406,C1406EKX
-58.424993141159,-34.5785687700783,106,CONFITERIA PALERMO,RESTAURANTE,INTERNACIONAL,MODERNO,4773 5133,,,SANTA FE,4599,,SANTA FE AV. 4599,Palermo,Comuna 14,1425,C1425BHH
-58.3857177076697,-34.6199043604745,1102,CONFITERIA SAN JOSE,CONFITERIA,,,,,,CALVO CARLOS,1400,,"CALVO, CARLOS 1400",Constitucion,Comuna 1,1102,C1102ABB
-58.4415936310337,-34.5974009614082,2661,CONFITERIA SIGLO XXI,RESTAURANTE,MINUTAS,MODERNO,4857 1567,,,CORRIENTES,5500,,CORRIENTES AV. 5500,Villa Crespo,Comuna 15,1414,C1414AJU
-58.4766410230117,-34.5626687261919,1084,CONGRESO3795,RESTAURANTE,TRADICIONAL,MODERNO,4541 8400,,,CONGRESO,3795,,CONGRESO AV. 3795,Coghlan,Comuna 12,1430,C1430AZI
-58.3876755322718,-34.6100840278633,1374,CONGRESO PLAZA,RESTAURANTE,PIZZERIA,MODERNO,4374 9657,,,YRIGOYEN HIPOLITO,1502,,"YRIGOYEN, HIPOLITO AV. 1502",Monserrat,Comuna 1,1089,C1089AAD
-58.4366243977302,-34.5844979697311,108,CONTACTO,RESTAURANTE,MINUTAS,MODERNO,,,,FITZ ROY,1663,,FITZ ROY 1663,Palermo,Comuna 14,1414,C1414CHW
-58.4553627057394,-34.6235343442891,1144,CONTACTO PUB,PUB,FAST FOOD,ANTIGUO,4631 3973,info@contactoweb.com,lunes a sábado de 17 a cierre,BACACAY,1715,,BACACAY 1715,Flores,Comuna 7,1406,C1406GDC
-58.4483731046686,-34.5584826115624,501,CONTIGO PERU,RESTAURANTE,PERUANA,MODERNO,4780 3960,,,ECHEVERRIA,1627,,ECHEVERRIA 1627,Belgrano,Comuna 13,1428,C1428DRA
-58.4829722532101,-34.6714269769911,2743,COPETINES,CAFE,MINUTAS,CLASICO PORTEÑO,,,,MURGUIONDO,3564,,MURGUIONDO 3564,Villa Lugano,Comuna 8,1439,C1439FQN
-58.3991175880572,-34.5870888487475,1704,CORDELIA,RESTAURANTE,,MODERNO,4806 2167,,lunes a domingo de 7 a 23,LAPRIDA,2102,,LAPRIDA 2102,Recoleta,Comuna 2,1425,C1425EKX
-58.3755586105819,-34.5988032925985,2112,CORDOBA 616,CAFE,MINUTAS,CLASICO PORTEÑO,4322 1548,,lunes a jueves de 6 a 3 - viernes a domingo de 6 a 00,CORDOBA,616,,CORDOBA AV. 616,San Nicolas,Comuna 1,1054,C1054AAS
-58.3733022443335,-34.603284188826,2195,CORINTO,RESTAURANTE,MINUTAS,MODERNO,4394 8834,,lunes a viernes de 6 a 20,CORRIENTES,450,,CORRIENTES AV. 450,San Nicolas,Comuna 1,1043,C1043AAR
-58.4166107754435,-34.5884612222631,109,CORLEONE,RESTAURANTE,PARRILLA,,,,,CHARCAS,3671,,CHARCAS 3671,Palermo,Comuna 14,1425,C1425BMW
-58.4474957517056,-34.5919233583962,2664,CORRIENTES 6196,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4855 4878,,,CORRIENTES,6196,,CORRIENTES AV. 6196,Chacarita,Comuna 15,1414,C1414ALN
-58.3712180970819,-34.6008754769538,2197,COSMOPOLITAIN,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4893 2332,cosmos97@hotmail.com,lunes a viernes de 12.30 a 15.30,25 DE MAYO,597,,25 DE MAYO 597,San Nicolas,Comuna 1,1002,C1002ABK
-58.5092303074264,-34.6222016221931,1323,COSTA AZUL,CONFITERIA,SANDWICHERIA,MODERNO,,,,ALVAREZ JONTE,5124,,ALVAREZ JONTE AV. 5124,Monte Castro,Comuna 10,1407,C1407GPS
-58.3969879804118,-34.5930577830135,1705,COSTA VERDE,CAFE,MINUTAS,CLASICO PORTEÑO,4823 2223,,,JUNCAL,2102,,JUNCAL 2102,Recoleta,Comuna 2,1125,C1125ABB
-58.4006824566593,-34.6085995533617,736,COSTA VERDE,RESTAURANTE,,,,,,MITRE BARTOLOME,2402,,"MITRE, BARTOLOME 2402",Balvanera,Comuna 3,1039,C1039AAN
-58.3908862990541,-34.6034484852909,2199,COTIDIANO BAR,RESTAURANTE,MINUTAS,,4373 2828,icex@datamarkets.com.ar,lunes a viernes de 8 a 20,RODRIGUEZ PEÃƒâ€˜A,488,,RODRIGUEZ PEÃƒâ€˜A 488,San Nicolas,Comuna 1,,
-58.4259687948979,-34.6310077989097,1535,COVCHEN,RESTAURANTE,TRADICIONAL,DISEÑO,4922 4949,lacasadelosagrados@fibertel.com.ar,domingo a jueves de 8 a 00 - sábado de 8 a 6,LA PLATA,1365,,LA PLATA AV. 1365,Parque Chacabuco,Comuna 7,1250,C1250AAD
-58.4374704889473,-34.5833935781352,110,COYAR DE BUITRES,RESTAURANTE,MARISCOS,,4774 5154,coyardebuitres@fibertel.com.ar,lunes a sábado de 18 al cierre,BONPLAND,1698,,BONPLAND 1698,Palermo,Comuna 14,1414,C1414CMT
-58.4341154488472,-34.6171708103749,979,CO Y CINA,RESTAURANTE,PIZZERIA,MODERNO,4904 2202,,,RIVADAVIA,4895,,RIVADAVIA AV. 4895,Caballito,Comuna 6,1424,C1424CED
-58.4084088131251,-34.6125558270052,737,CRACK,RESTAURANTE,,,,,,ALSINA ADOLFO,2995,,"ALSINA, ADOLFO 2995",Balvanera,Comuna 3,1207,C1207AAC
-58.5050627789068,-34.572227254618,2798,CREMOLATI,,,CLASICO PORTEÑO,4574 0376,,,DE LOS CONSTITUYENTES,5999,,DE LOS CONSTITUYENTES AV. 5999,Villa Urquiza,Comuna 12,1431,C1431EZK
-58.3724583109424,-34.6025598932951,2198,CREPES FACTORY,BAR,FAST FOOD,MODERNO,4382 7250,,,RECONQUISTA,455,,RECONQUISTA 455,San Nicolas,Comuna 1,1003,C1003ABI
-58.4272831215787,-34.6072350838384,620,CRISTAL,RESTAURANTE,MINUTAS,MODERNO,,,,POTOSI,4277,,POTOSI 4277,Almagro,Comuna 5,1199,C1199ACK
-58.3728719422756,-34.5981872748087,1975,CRISTOPHER,RESTAURANTE,DE AUTOR,,4313 0182,,,RECONQUISTA,850,,RECONQUISTA 850,Retiro,Comuna 1,1003,C1003ABR
-58.382906100355,-34.5925987161034,1974,CRISTOPHER,RESTAURANTE,MINUTAS,ANTIGUO,4813 0239,,,CERRITO,1314,,CERRITO 1314,Retiro,Comuna 1,1010,C1010ABB
-58.3866769655864,-34.6122925908765,1372,CROMOS,CAFE,MINUTAS,CLASICO PORTEÑO,,,,MORENO,1449,,MORENO 1449,Monserrat,Comuna 1,1093,C1093ABA
-58.4298274625126,-34.5884183266686,111,CRONICO,BAR,FAST FOOD,CINE,4833 0708,cronicobar@hotmail.com,,BORGES JORGE LUIS,1646,,"BORGES, JORGE LUIS 1646",Palermo,Comuna 14,1414,C1414DGB
-58.3829750715825,-34.6061645152623,2200,CRONO BAR,BAR,TRADICIONAL,MODERNO,4383 6226,,lunes a viernes de 8 a 20,PERON JUAN DOMINGO TTE.,1165,,"PERON, JUAN DOMINGO, TTE. GENERAL 1165",San Nicolas,Comuna 1,1038,C1038AAW
-58.4556029320709,-34.5666710667791,502,CRUSTY,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4783 9326,,,AMENABAR,1702,,AMENABAR 1702,Belgrano,Comuna 13,1426,C1426AKH
-58.4045107662157,-34.6156134234359,738,CUATRO 9 CUATRO,RESTAURANTE,,,,,,JUJUY,494,,JUJUY AV. 494,Balvanera,Comuna 3,1083,C1083AAR
-58.4383927758595,-34.5841914343305,112,CUATRO LUNAS,BAR,,,,,,BONPLAND,1594,,BONPLAND 1594,Palermo,Comuna 14,1414,C1414CMR
-58.4078066224357,-34.6103306393572,739,CUETO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4864 1277,,,RIVADAVIA,2902,,RIVADAVIA AV. 2902,Balvanera,Comuna 3,1203,C1203AAO
-58.4321495028398,-34.5701263883118,113,CUMAN,BAR,MINUTAS,CLASICO PORTEÑO,4779 0169,,,ARCE,499,,ARCE 499,Palermo,Comuna 14,1426,C1426BSE
-58.3919531188771,-34.5954281949074,1707,CUMANA,CAFE,TRADICIONAL,CLASICO PORTEÑO,4813 9207,,lunes a domingo de 12 a 1,RODRIGUEZ PEÃƒâ€˜A,1149,,RODRIGUEZ PEÃƒâ€˜A 1149,Recoleta,Comuna 2,,
-58.3940145683646,-34.6033652938789,740,CUNY,RESTAURANTE,INTERNACIONAL,MODERNO,4954 5011,,,RIOBAMBA,500,,RIOBAMBA 500,Balvanera,Comuna 3,1025,C1025ABJ
-58.4046777656,-34.6123323009257,741,CURTIS,RESTAURANTE,,,,,,ALSINA ADOLFO,2725,,"ALSINA, ADOLFO 2725",Balvanera,Comuna 3,1090,C1090AAS
-58.4520523003574,-34.6001204156616,981,CUTTER'S CAFE,RESTAURANTE,,,,,,PUEYRREDON HONORIO DR.,0,"JUSTO, JUAN B","PUEYRREDON, HONORIO, DR. AV. y JUSTO, JUAN B. AV.",Villa Crespo,Comuna 15,,
-58.4368800113638,-34.5813355458163,114,D7'A SEPTIMO DIA,BAR,MINUTAS,BOHEMIO,4774 4191,,,CARRANZA ANGEL JUSTINIANO,1875,,"CARRANZA, ANGEL JUSTINIANO 1875",Palermo,Comuna 14,1414,C1414COU
-58.4005361753373,-34.5937455669123,1706,DACROY,RESTAURANTE,,,4825 3885,,,ARENALES,2399,,ARENALES 2399,Recoleta,Comuna 2,1124,C1124AAK
-58.3742503863174,-34.5968830912124,1976,DADA,RESTAURANTE,TRADICIONAL,MODERNO,4314 4787,,,SAN MARTIN,941,,SAN MARTIN 941,Retiro,Comuna 1,1004,C1004AAS
-58.4035928508178,-34.604411174044,744,DADY'S,RESTAURANTE,,,4952 6336,,,PASO,415,,PASO 415,Balvanera,Comuna 3,1031,C1031ABI
-58.4318802892507,-34.5925285911598,115,DAFNI,RESTAURANTE,GRIEGA,GRIEGA,4899 0770,,,ARMENIA,1231,,ARMENIA 1231,Palermo,Comuna 14,1414,C1414DKA
-58.3915716106033,-34.5864979374303,1708,DALI,RESTAURANTE,INTERNACIONAL,MODERNO,5777 600,,,JUNIN,1950,,JUNIN 1950,Recoleta,Comuna 2,1113,C1113AAX
-58.4393263242224,-34.5832562267318,117,DALINGER,RESTAURANTE,PIZZERIA,,4777 2827,,,GORRITI,5801,,GORRITI 5801,Palermo,Comuna 14,1414,C1414BKI
-58.4146016757652,-34.6108223838207,621,DAMBLEE,RESTAURANTE,TRADICIONAL,MODERNO,4861 1629,www.damblee.com.ar,,RIVADAVIA,3402,,RIVADAVIA AV. 3402,Almagro,Comuna 5,1203,C1203AAT
-58.436885967839,-34.5850826507377,116,DAMIANO,BAR,,,4778 1771,,,GORRITI,5577,,GORRITI 5577,Palermo,Comuna 14,1414,C1414BKC
-58.4057321870869,-34.5798893004302,118,DANDY,BAR,TRADICIONAL,MODERNO,4803 7675,,,DEL LIBERTADOR,2410,,DEL LIBERTADOR AV. 2410,Palermo,Comuna 14,1425,C1425AAX
-58.3945548548773,-34.5906318441432,1709,DANELA,RESTAURANTE,,,,,,JUNIN,1541,,JUNIN 1541,Recoleta,Comuna 2,1113,C1113AAO
-58.3781764181393,-34.5999392849306,2203,DANIS,VINERIA,TRADICIONAL,MODERNO,4328 6728,,lunes a viernes de 9.30 a 2 - sábado de 11 a 18,ESMERALDA,705,,ESMERALDA 705,San Nicolas,Comuna 1,1007,C1007ABG
-58.4370273914223,-34.5848502851269,119,DASHI,RESTAURANTE,ORIENTAL,MODERNO,4776 3506,,,FITZ ROY,1613,,FITZ ROY 1613,Palermo,Comuna 14,1414,C1414CHW
-58.3848522547096,-34.6039781241152,2201,DAYKIRY,VINERIA,MINUTAS,MODERNO,4382 0703,,lunes a viernes de 7 a 22,CORRIENTES,1286,,CORRIENTES AV. 1286,San Nicolas,Comuna 1,1043,C1043AAZ
-58.3795965163553,-34.6019940236462,2204,DBA DANIEL BUENOS AIRES BAR,CAFE,MINUTAS,CLASICO PORTEÑO,4326 0065,,lunes a viernes de 7.30 a 20,SUIPACHA,532,,SUIPACHA 532,San Nicolas,Comuna 1,1008,C1008AAL
-58.39486923364,-34.6070841462429,742,DECIBELES,CAFE,MINUTAS,CLASICO PORTEÑO,4951 8113,,,PERON JUAN DOMINGO TTE.,1996,,"PERON, JUAN DOMINGO, TTE. GENERAL 1996",Balvanera,Comuna 3,1040,C1040AAD
-58.3730416657719,-34.5970554187371,1977,DEEP BLUE,PUB,MINUTAS,MODERNO,4312 3377,,,RECONQUISTA,920,,RECONQUISTA 920,Retiro,Comuna 1,1003,C1003ABT
-58.3958543861069,-34.5940983555426,1710,DEEP BLUE,PUB,,,4827 4415,,,AYACUCHO,1240,,AYACUCHO 1240,Recoleta,Comuna 2,1111,C1111AAJ
-58.4159852578794,-34.5910443446064,124,DEJA VU,RESTAURANTE,,,4825 4443,,,PARAGUAY,3701,,PARAGUAY 3701,Palermo,Comuna 14,1425,C1425BRY
-58.4146072336442,-34.5947056104526,1711,DE LA CARCOVA,RESTAURANTE,SANDWICHERIA,MODERNO,4961 0784,,lunes a viernes de 7.30 a 21.30,BRAVO MARIO,1299,,"BRAVO, MARIO 1299",Recoleta,Comuna 2,1175,C1175ABW
-58.4475630628429,-34.5470559139222,503,DEL AGUILA,RESTAURANTE,INTERNACIONAL,ELEGANTE,4782 0072,confiteriadelaguila@ciudad.com.ar,,FIGUEROA ALCORTA PRES.,7424,,"FIGUEROA ALCORTA, PRES. AV. 7424",Belgrano,Comuna 13,1428,C1428BCX
-58.4270175418697,-34.5878487588551,120,DE LA TERRAZA,VINERIA,PARRILLA,ELEGANTE,4831 3119,reservas@delaterraza.com.ar,,GURRUCHAGA,1824,,GURRUCHAGA 1824,Palermo,Comuna 14,1414,C1414DIL
-58.373782815673,-34.6037999509693,2202,DEL CIRCULO,CAFE,TRADICIONAL,CLASICO PORTEÑO,4328 8119,restaurantedelcirculo@hotmail.com,lunes a viernes de 12 a 15,SAN MARTIN,353,,SAN MARTIN 353,San Nicolas,Comuna 1,1004,C1004AAG
-58.3849404738835,-34.596976809554,123,DELEITE,RESTAURANTE,INTERNACIONAL,MODERNO,4815 6633,,,ALVEAR MARCELO T. De,1256,,"ALVEAR, MARCELO T. De 1256",Retiro,Comuna 1,1058,C1058AAT
-58.3711706406808,-34.624944440777,2562,DEL ESTABLO,BAR,INTERNACIONAL,BOHEMIO,4363 0133,,,DEFENSA,1463,,DEFENSA 1463,San Telmo,Comuna 1,1143,C1143AAE
-58.511408115444,-34.6241193668904,1324,DELFOR,CONFITERIA,MINUTAS,CLASICO PORTEÑO,4639 7318,,,ALVAREZ JONTE,5290,,ALVAREZ JONTE AV. 5290,Monte Castro,Comuna 10,1407,C1407GPT
-58.401742684272,-34.5928633987966,1713,DELFOS,RESTAURANTE,MINUTAS,MODERNO,4825 3088,,lunes a sábado de 6 a 22,PUEYRREDON AV,1550,,PUEYRREDON AV. 1550,Recoleta,Comuna 2,1118,C1118AAS
-58.4007483808566,-34.5996077026095,743,DELICITY,CONFITERIA,,,,,,CORDOBA,2370,,CORDOBA AV. 2370,Balvanera,Comuna 3,1120,C1120AAS
-58.3901258396215,-34.6006912542585,2205,DELICITY,CAFE,MINUTAS,MODERNO,4816 4994,,lunes a viernes de 8 a 18,VIAMONTE,1617,,VIAMONTE 1617,San Nicolas,Comuna 1,1055,C1055ABE
-58.4051992545542,-34.5769881715825,128,DELICITY,RESTAURANTE,MINUTAS,MODERNO,4807 1070,,,SALGUERO JERONIMO,3071,,"SALGUERO, JERONIMO 3071",Palermo,Comuna 14,1425,C1425DFB
-58.4092432946202,-34.580924008685,127,DELICITY,RESTAURANTE,MINUTAS,MODERNO,4801 8739,,,SALGUERO JERONIMO,2604,,"SALGUERO, JERONIMO 2604",Palermo,Comuna 14,1425,C1425DEX
-58.4140696818391,-34.5862927855919,126,DELICITY,RESTAURANTE,MINUTAS,MODERNO,4833 0479,,,SANTA FE,3503,,SANTA FE AV. 3503,Palermo,Comuna 14,1425,C1425BGK
-58.4082756807707,-34.5866443604233,125,DELICITY,RESTAURANTE,MINUTAS,MODERNO,4823 1298,,lunes a domingo de 8 a 21,JUNCAL,3100,,JUNCAL 3100,Recoleta,Comuna 2,1425,C1425AYN
-58.4032698291521,-34.5968314123776,1715,DELICITY,RESTAURANTE,MINUTAS,MODERNO,4961 2394,,lunes a domingo de 8 a 21,PUEYRREDON AV,1178,,PUEYRREDON AV. 1178,Recoleta,Comuna 2,1118,C1118AAO
-58.523366850239,-34.634128588693,2650,DELICITY,CONFITERIA,SANDWICHERIA,MODERNO,,,,JUSTO JUAN B.,9421,,"JUSTO, JUAN B. AV. 9421",Versalles,Comuna 10,1408,C1408AKL
-58.3777465343474,-34.5914001876948,1979,DELICITY,PUB,MINUTAS,CLASICO PORTEÑO,4325 1263,,lunes a domingo de 7 a 21,DEL LIBERTADOR,292,,DEL LIBERTADOR AV. 292,Retiro,Comuna 1,1001,C1001ABP
-58.4034857713531,-34.5942206051364,1714,DELICITY SWEET HOUSE,RESTAURANTE,TRADICIONAL,MODERNO,4826 9790,,lunes a domingo de 8 a 2030,SANTA FE,2600,,SANTA FE AV. 2600,Recoleta,Comuna 2,1425,C1425BGN
-58.3794939135046,-34.6025965796723,2206,DELIER,CAFE,FAST FOOD,MODERNO,4322 0363,,lunes a viernes de 6 a 20,SUIPACHA,483,,SUIPACHA 483,San Nicolas,Comuna 1,1008,C1008AAI
-58.4393263242224,-34.5832562267318,129,DELINGER,RESTAURANTE,TAPAS,ALEMANA,,,,GORRITI,5801,,GORRITI 5801,Palermo,Comuna 14,1414,C1414BKI
-58.3798028606861,-34.591476917593,1978,DELIVERY PIZZA,BAR,MINUTAS,CLASICO PORTEÑO,4393 7549,,lunes a sábado de 8.30 a 1,ARROYO,882,,ARROYO 882,Retiro,Comuna 1,1007,C1007AAB
-58.4035523617435,-34.5676500505888,623,DE LOS CAMINANTES,RESTAURANTE,MINUTAS,MODERNO,4865 2667,,,SARMIENTO,4701,,SARMIENTO AV. 4701,Palermo,Comuna 14,,
